Card_Id,Ink,Image,Cost,Inkable,Name,Type,Body_Text,Classifications,Lore,Willpower,Strength,Move_Cost,KeywordAbilities,Abilities
2_60,Amethyst,https://lorcana-api.com/images/yzma/scary_beyond_all_reason/yzma-scary_beyond_all_reason-large.png,6,True,Yzma - Scary Beyond All Reason,Character,"Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Yzma)
Cruel Irony: When you play this character, shuffle another chosen character card into their player's deck. That player draws 2 cards.","Floodborn, Villain, Sorcerer",2.0,4.0,4.0,,Shift 4,"['Shift 4', 'Cruel Irony']"
2_61,Amethyst,https://lorcana-api.com/images/yzma/without_beauty_sleep/yzma-without_beauty_sleep-large.png,3,True,Yzma - Without Beauty Sleep,Character,,"Storyborn, Villain, Sorcerer",1.0,4.0,3.0,,,[]
2_69,Emerald,https://lorcana-api.com/images/arthur/trained_swordsman/arthur-trained_swordsman-large.png,4,True,Arthur - Trained Swordsman,Character,,"Dreamborn, Hero",2.0,3.0,4.0,,,[]
2_7,Amber,https://lorcana-api.com/images/eudora/accomplished_seamstress/eudora-accomplished_seamstress-large.png,5,True,Eudora - Accomplished Seamstress,Character,,"Storyborn, Ally",2.0,9.0,1.0,,,[]
2_70,Emerald,https://lorcana-api.com/images/beast/relentless/beast-relentless-large.png,6,True,Beast - Relentless,Character,"Second Wind: Whenever an opposing character is damaged, you may ready this character.","Storyborn, Hero, Prince",2.0,5.0,4.0,,,['Second Wind']
2_71,Emerald,https://lorcana-api.com/images/belle/bookworm/belle-bookworm-large.png,3,False,Belle - Bookworm,Character,"Use Your Imagination: While an opponent has no cards in their hand, this character gets +2 {l}.","Storyborn, Hero, Princess",1.0,4.0,2.0,,,['Use Your Imagination']
2_72,Emerald,https://lorcana-api.com/images/belle/hidden_archer/belle-hidden_archer-large.png,5,False,Belle - Hidden Archer,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Belle.)
Thorny Arrows: Whenever this character is challenged, the challenging character's player discards all cards in their hand.","Floodborn, Hero, Princess",3.0,3.0,3.0,,Shift 3,"['Shift 3', 'Thorny Arrows']"
2_73,Emerald,https://lorcana-api.com/images/bucky/squirrel_squeak_tutor/bucky-squirrel_squeak_tutor-large.png,2,True,Bucky - Squirrel Squeak Tutor,Character,"Ward (Opponents can't choose this character except to challenge.)
Squeak: Whenever you play a Floodborn character, each opponent chooses and discards a card.","Storyborn, Ally",1.0,1.0,1.0,,Ward,"['Ward', 'Squeak']"
2_74,Emerald,https://lorcana-api.com/images/cheshire_cat/always_grinning/cheshire_cat-always_grinning-large.png,2,True,Cheshire Cat - Always Grinning,Character,,Storyborn,1.0,2.0,3.0,,,[]
2_75,Emerald,https://lorcana-api.com/images/cheshire_cat/from_the_shadows/cheshire_cat-from_the_shadows-large.png,8,True,Cheshire Cat - From the Shadows,Character,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Cheshire Cat.)
Evasive (Only characters with Evasive can challenge this character.)
Wicked Smile: {e} - Banish chosen damaged character.",Floodborn,2.0,6.0,5.0,,"Shift 5, Evasive","['Evasive', 'Shift 5', 'Wicked Smile']"
2_76,Emerald,https://lorcana-api.com/images/daisy_duck/secret_agent/daisy_duck-secret_agent-large.png,4,True,Daisy Duck - Secret Agent,Character,"Thwart: Whenever this character quests, each opponent chooses and discards a card.","Dreamborn, Ally",2.0,3.0,2.0,,,['Thwart']
2_77,Emerald,https://lorcana-api.com/images/donald_duck/perfect_gentleman/donald_duck-perfect_gentleman-large.png,4,True,Donald Duck - Perfect Gentleman,Character,"Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Donald Duck.)
Allow Me: At the start of your turn, each player may draw a card.","Floodborn, Ally",2.0,5.0,2.0,,Shift 3,"['Shift 3', 'Allow Me']"
2_78,Emerald,https://lorcana-api.com/images/donald_duck/sleepwalker/donald_duck-sleepwalker-large.png,3,True,Donald Duck - Sleepwalker,Character,"Startled Awake: Whenever you play an action, this character gets +2 {s} this turn.",Storyborn,1.0,5.0,0.0,,,['Startled Awake']
2_79,Emerald,https://lorcana-api.com/images/dr._facilier/fortune_teller/dr._facilier-fortune_teller-large.png,7,True,Dr. Facilier - Fortune Teller,Character,"Evasive (Only characters with Evasive can challenge this character.)
You're In My World: Whenever this character quests, chosen opposing character can't quest during their next turn.","Storyborn, Villain, Sorcerer",3.0,4.0,4.0,,Evasive,"['Evasive', ""You're In My World""]"
2_8,Amber,https://lorcana-api.com/images/gaston/baritone_bully/gaston-baritone_bully-large.png,3,True,Gaston - Baritone Bully,Character,Singer 5 ( This character counts as cost 5 to sing songs.),"Dreamborn, Villain",1.0,3.0,3.0,,Singer 5,['Singer 5']
2_80,Emerald,https://lorcana-api.com/images/enchantress/unexpected_judge/enchantress-unexpected_judge-large.png,2,True,Enchantress - Unexpected Judge,Character,"True Form: While being challenged, this character gets +2 {s}.","Dreamborn, Sorcerer",2.0,1.0,1.0,,,['True Form']
2_81,Emerald,https://lorcana-api.com/images/flynn_rider/confident_vagabond/flynn_rider-confident_vagabond-large.png,1,True,Flynn Rider - Confident Vagabond,Character,,"Storyborn, Hero, Prince",1.0,3.0,1.0,,,[]
2_82,Emerald,https://lorcana-api.com/images/flynn_rider/his_own_biggest_fan/flynn_rider-his_own_biggest_fan-large.png,4,False,Flynn Rider - His Own Biggest Fan,Character,"Shift 2 (You may 2 {i} to play this on top of one of your characters named Flynn Rider.)
Evasive (Only characters with Evasive can challenge this character.)
One Last, Big Score: This character gets -1 {l} for each card in your opponents' hands.","Floodborn, Hero, Prince",4.0,3.0,2.0,,"Shift 2, Evasive","['Evasive', 'Shift 2', 'One Last, Big Score']"
2_83,Emerald,https://lorcana-api.com/images/gaston/scheming_suitor/gaston-scheming_suitor-large.png,2,True,Gaston - Scheming Suitor,Character,"Yes, I'm Intimidating: While one or more opponents have no cards in their hands, this character gets +3 {s}.","Storyborn, Villain",1.0,3.0,1.0,,,"[""Yes, I'm Intimidating""]"
2_84,Emerald,https://lorcana-api.com/images/little_john/loyal_friend/little_john-loyal_friend-large.png,6,True,Little John - Loyal Friend,Character,,"Storyborn, Ally",2.0,6.0,6.0,,,[]
2_85,Emerald,https://lorcana-api.com/images/lucifer/cunning_cat/lucifer-cunning_cat-large.png,5,False,Lucifer - Cunning Cat,Character,"Mouse Catcher: When you play this character, each opponent chooses and discards either 2 cards or 1 action card.","Storyborn, Ally",2.0,2.0,2.0,,,['Mouse Catcher']
2_86,Emerald,https://lorcana-api.com/images/pain/underworld_imp/pain-underworld_imp-large.png,2,True,Pain - Underworld Imp,Character,"Coming, Your Most Lugubriousness: While this character has 5 {s} or more, he gets +2 {l}.","Storyborn, Ally",2.0,4.0,1.0,,,"['Coming, Your Most Lugubriousness']"
2_87,Emerald,https://lorcana-api.com/images/panic/underworld_imp/panic-underworld_imp-large.png,3,False,Panic - Underworld Imp,Character,"I Can Handle It: When you play this character, chosen character gets +2 {s} this turn. If the chosen character is named Pain, he gets +4 {s} instead.","Storyborn, Ally",2.0,3.0,2.0,,,['I Can Handle It']
2_88,Emerald,https://lorcana-api.com/images/pete/bad_guy/pete-bad_guy-large.png,5,True,Pete - Bad Guy,Character,"Ward (Opponents can't choose this character except to challenge.)
Take That!: Whenever you play an action, this character gets +2 {s} this turn.
Who's Next?: While this character has 7 {s} or more, he gets +2 {l}.","Storyborn, Ally",2.0,4.0,3.0,,Ward,"['Ward', 'Take That!', ""Who's Next?""]"
2_89,Emerald,https://lorcana-api.com/images/prince_john/greediest_of_all/prince_john-greediest_of_all-large.png,3,False,Prince John - Greediest of All,Character,"Ward (Opponents can't choose this character except to challenge.)
I Sentence You: Whenever your opponents discards 1 or more cards, you may draw a card for each card discarded.","Dreamborn, Villain, Prince",2.0,2.0,1.0,,Ward,"['Ward', 'I Sentence You']"
2_9,Amber,https://lorcana-api.com/images/grand_duke/advisor_to_the_king/grand_duke-advisor_to_the_king-large.png,2,True,Grand Duke - Advisor to the King,Character,"Yes, Your Majesty - Your Prince, Princess, King, and Queen characters get +1 {s}.","Storyborn, Ally",1.0,2.0,2.0,,,"['Yes, Your Majesty']"
2_90,Emerald,https://lorcana-api.com/images/queen_of_hearts/quick-tempered/queen_of_hearts-quick-tempered-large.png,2,False,Queen Of Hearts - Quick-Tempered,Character,"Royal Rage: When you play this character, deal 1 damage to chosen damaged opposing character.","Dreamborn, Villain, Queen",2.0,2.0,1.0,,,['Royal Rage']
2_91,Emerald,https://lorcana-api.com/images/ratigan/criminal_mastermind/ratigan-criminal_mastermind-large.png,4,True,Ratigan - Criminal Mastermind,Character,Evasive (Only characters with Evasive can challenge this character.),"Dreamborn, Villain",2.0,1.0,4.0,,Evasive,['Evasive']
2_92,Emerald,https://lorcana-api.com/images/ray/easygoing_firefly/ray-easygoing_firefly-large.png,5,True,Ray - Easygoing Firefly,Character,Evasive (Only characters with Evasive can challenge this character.),"Storyborn, Ally",3.0,3.0,3.0,,Evasive,['Evasive']
2_93,Emerald,https://lorcana-api.com/images/the_queen/disguised_peddler/the_queen-disguised_peddler-large.png,3,False,The Queen - Disguised Peddler,Character,"A Perfect Disguise: {e}, Choose and discard a character card - Gain lore equal to the discarded character's {l}.","Storyborn, Villain, Queen",0.0,3.0,2.0,,,['A Perfect Disguise']
2_94,Emerald,https://lorcana-api.com/images/tiana/true_princess/tiana-true_princess-large.png,5,True,Tiana - True Princess,Character,,"Storyborn, Hero, Princess",3.0,3.0,5.0,,,[]
2_95,Emerald,https://lorcana-api.com/images/virana/fang_chief/virana-fang_chief-large.png,5,True,Virana - Fang Chief,Character,,"Storyborn, Villain, Queen",2.0,5.0,5.0,,,[]
3_1,Amber,https://lorcana-api.com/images/baloo/von_bruinwald_xiii/baloo-von_bruinwald_xiii-large.png,3,False,Baloo - von Bruinwald XIII,Character,"Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Let's Make Like A Tree - When this character is banished, gain 2 lore.","Dreamborn, Hero",1.0,3.0,0.0,,Bodyguard,"['Bodyguard', ""Let's Make Like A Tree""]"
3_10,Amber,https://lorcana-api.com/images/miss_bianca/rescue_aid_society_agent/miss_bianca-rescue_aid_society_agent-large.png,2,True,Miss Bianca - Rescue Aid Society Agent,Character,Singer 4 (This character counts as cost 4 to sing songs.),"Storyborn, Hero",1.0,2.0,2.0,,Singer 4,['Singer 4']
3_103,Ruby,https://lorcana-api.com/images/ariel/adventurous_collector/ariel-adventurous_collector-large.png,3,True,Ariel - Adventurous Collector,Character,"Evasive (Only characters with Evasive can challenge this character.)

Inspiring Voice - Whenever you play a song, chosen character of yours gains Evasive until the start of your next turn.","Dreamborn, Hero, Princess",1.0,3.0,2.0,,Evasive,"['Evasive', 'Inspiring Voice']"
3_104,Ruby,https://lorcana-api.com/images/billy_bones/keeper_of_the_map/billy_bones-keeper_of_the_map-large.png,5,True,Billy Bones - Keeper of the Map,Character,,"Storyborn, Alien, Pirate",1.0,5.0,6.0,,,[]
3_105,Ruby,https://lorcana-api.com/images/captain_hook/master_swordsman/captain_hook-master_swordsman-large.png,5,True,Captain Hook - Master Swordsman,Character,"Nemesis - During your turn, whenever this character banishes another character in a challenge, ready this character. He can't quest for the rest of this turn.

Man-To-Man - Characters named Peter Pan lose Evasive and can't gain Evasive.","Dreamborn, Villain, Pirate, Captain",1.0,4.0,5.0,,Evasive,"['Nemesis', 'Man-To-Man']"
3_106,Ruby,https://lorcana-api.com/images/della_duck/unstoppable_mom/della_duck-unstoppable_mom-large.png,2,False,Della Duck - Unstoppable Mom,Character,Reckless (This character can't quest and must challenge each turn if able.),"Storyborn, Ally",0.0,3.0,3.0,,Reckless,['Reckless']
3_107,Ruby,https://lorcana-api.com/images/heihei/accidental_explorer/heihei-accidental_explorer-large.png,2,True,HeiHei - Accidental Explorer,Character,"Mindless Wandering - Once per turn, when this character moves to a location, each opponent loses 1 lore.","Storyborn, Ally",1.0,2.0,3.0,,,['Mindless Wandering']
3_108,Ruby,https://lorcana-api.com/images/hydra/deadly_serpent/hydra-deadly_serpent-large.png,6,False,Hydra - Deadly Serpent,Character,"Watch The Teeth - Whenever this character is dealt damage, deal that much damage to chosen opposing character.",Storyborn,2.0,5.0,6.0,,,['Watch The Teeth']
3_109,Ruby,https://lorcana-api.com/images/jim_hawkins/space_traveler/jim_hawkins-space_traveler-large.png,5,True,Jim Hawkins - Space Traveler,Character,"This Is It! - When you play this character, you may play a location with cost 4 or less for free.

Take The Helm - Whenever you play a location, this character may move there for free.","Storyborn, Hero",2.0,4.0,4.0,,,"['This Is It!', 'Take The Helm']"
3_11,Amber,https://lorcana-api.com/images/mr._snoops/inept_businessman/mr._snoops-inept_businessman-large.png,6,True,Mr. Snoops - Inept Businessman,Character,,"Dreamborn, Ally",2.0,8.0,4.0,,,[]
3_110,Ruby,https://lorcana-api.com/images/jim_hawkins/thrill_seeker/jim_hawkins-thrill_seeker-large.png,2,True,Jim Hawkins - Thrill Seeker,Character,,"Dreamborn, Hero",1.0,2.0,3.0,,,[]
3_111,Ruby,https://lorcana-api.com/images/kakamora/menacing_sailor/kakamora-menacing_sailor-large.png,3,False,Kakamora - Menacing Sailor,Character,"Plunder - When you play this character, each opponent loses 1 lore.","Storyborn, Pirate",1.0,2.0,3.0,,,['Plunder']
3_112,Ruby,https://lorcana-api.com/images/madame_medusa/the_boss/madame_medusa-the_boss-large.png,6,False,Madame Medusa - The Boss,Character,"That Terrible Woman - When you play this character, banish chosen opposing character with 3{p} or less.","Storyborn, Villain",1.0,4.0,4.0,,,['That Terrible Woman']
3_113,Ruby,https://lorcana-api.com/images/maui/soaring_demigod/maui-soaring_demigod-large.png,3,False,Maui - Soaring Demigod,Character,"Reckless (This character can't quest and must challenge each turn if able.)

In Ma Belly - Whenever a character of yours named HeiHei quests, this character gets +1{l} and loses Reckless this turn.","Storyborn, Hero, Deity",0.0,2.0,5.0,,Reckless,"['Reckless', 'In Ma Belly']"
3_114,Ruby,https://lorcana-api.com/images/maui/whale/maui-whale-large.png,7,True,Maui - Whale,Character,"This Mission Is Cursed - This character can't ready at the start of your turn.

I Got Your Back - 2{i}: Ready this character. He can't quest for the rest of the turn.","Storyborn, Hero, Deity",1.0,8.0,8.0,,,"['This Mission Is Cursed', 'I Got Your Back']"
3_115,Ruby,https://lorcana-api.com/images/milo_thatch/spirited_scholar/milo_thatch-spirited_scholar-large.png,2,True,Milo Thatch - Spirited Scholar,Character,"I'm Your Man! - While this character is at a location, he gets +2{p}.","Storyborn, Hero",1.0,2.0,2.0,,,"[""I'm Your Man!""]"
3_116,Ruby,https://lorcana-api.com/images/moana/born_leader/moana-born_leader-large.png,5,True,Moana - Born Leader,Character,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Moana.)

Welcome To My Boat - Whenever this character quests while at a location, ready all other characters here, they can't quest for the rest of this turn.","Floodborn, Hero, Princess, Captain",2.0,4.0,4.0,,Shift 3,"['Shift 3', 'Welcome To My Boat']"
3_117,Ruby,https://lorcana-api.com/images/moana/undeterred_voyager/moana-undeterred_voyager-large.png,4,True,Moana - Undeterred Voyager,Character,Evasive (Only characters with Evasive can challenge this character.),"Storyborn, Hero, Princess",1.0,4.0,3.0,,Evasive,['Evasive']
3_118,Ruby,https://lorcana-api.com/images/nutsy/vulture_henchman/nutsy-vulture_henchman-large.png,2,True,Nutsy - Vulture Henchman,Character,,"Storyborn, Ally",1.0,3.0,2.0,,,[]
3_119,Ruby,https://lorcana-api.com/images/peter_pan/neve_land_hero/peter_pan-neve_land_hero-large.png,3,True,Peter Pan - Never Land Hero,Character,"Rush (This character can challenge the turn they're played.)

Over Here, Tink - While you have a character named Tinker Bell in play, this character gets +2{p}.","Storyborn, Hero",2.0,3.0,1.0,,Rush,"['Rush', 'Over Here, Tink']"
3_12,Amber,https://lorcana-api.com/images/nani/protective_sister/nani-protective_sister-large.png,5,True,Nani - Protective Sister,Character,Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.),"Storyborn, Hero",2.0,6.0,3.0,,Bodyguard,['Bodyguard']
3_120,Ruby,https://lorcana-api.com/images/peter_pan/pirate's_bane/peter_pan-pirate's_bane-large.png,6,True,Peter Pan - Pirate's Bane,Character,"Shift 4 (You may pay 4{i} to play this on top of one of your characters named Peter Pan.)

Evasive (Only characters with Evasive can challenge this character.)

You're Next! - Whenever he challenges a Pirate character, this character takes no damage from the challenge.","Floodborn, Hero",2.0,5.0,4.0,,"Shift 4, Evasive","['Evasive', 'Shift 4', ""You're Next!""]"
3_121,Ruby,https://lorcana-api.com/images/prince_eric/expert_helmsman/prince_eric-expert_helmsman-large.png,4,False,Prince Eric - Expert Helmsman,Character,"Surprise Maneuver - When this character is banished, you may banish chosen character.","Dreamborn, Hero, Prince",2.0,2.0,2.0,,,['Surprise Maneuver']
3_122,Ruby,https://lorcana-api.com/images/scroop/backstabber/scroop-backstabber-large.png,5,True,Scroop - Backstabber,Character,"Brute - While this character has damage, he gets +3{p}.","Storyborn, Villain, Alien, Pirate",2.0,5.0,2.0,,,['Brute']
3_123,Ruby,https://lorcana-api.com/images/simba/scrappy_cub/simba-scrappy_cub-large.png,2,False,Simba - Scrappy Cub,Character,,"Storyborn, Hero, Prince",3.0,1.0,1.0,,,[]
3_124,Ruby,https://lorcana-api.com/images/slightly/lost_boy/slightly-lost_boy-large.png,4,True,Slightly - Lost Boy,Character,"The Fox - If you have a character named Peter Pan in play, you pay 1{i} less to play this character.

Evasive (Only characters with Evasive can challenge this character.)","Storyborn, Ally",1.0,3.0,4.0,,Evasive,"['Evasive', 'The Fox']"
3_125,Ruby,https://lorcana-api.com/images/stitch/little_rocket/stitch-little_rocket-large.png,2,False,Stitch - Little Rocket,Character,Rush (This character can challenge the turn they're played.),"Dreamborn, Hero, Alien",1.0,1.0,3.0,,Rush,['Rush']
3_126,Ruby,https://lorcana-api.com/images/trigger/not-so-sharp_shooter/trigger-not-so-sharp_shooter-large.png,2,True,Trigger - Not-So-Sharp Shooter,Character,Old Betsy - Your characters named Nutsy get +1{l}.,"Storyborn, Ally",1.0,1.0,3.0,,,['Old Betsy']
3_127,Ruby,https://lorcana-api.com/images/webby_vanderquack/enthusiastic_duck/webby_vanderquack-enthusiastic_duck-large.png,3,True,Webby Vanderquack - Enthusiastic Duck,Character,,"Storyborn, Ally",1.0,4.0,3.0,,,[]
3_13,Amber,https://lorcana-api.com/images/orville/ace_pilot/orville-ace_pilot-large.png,2,True,Orville - Ace Pilot,Character,,"Storyborn, Ally",1.0,4.0,1.0,,,[]
3_137,Sapphire,https://lorcana-api.com/images/audrey_ramirez/the_engineer/audrey_ramirez-the_engineer-large.png,5,True,Audrey Ramirez - The Engineer,Character,"Ward (Opponents can't choose this character except to challenge.)

Spare Parts - Whenever this character quests, ready one of your items.","Storyborn, Ally",2.0,5.0,2.0,,Ward,"['Ward', 'Spare Parts']"
3_138,Sapphire,https://lorcana-api.com/images/captain_amelia/first_in_command/captain_amelia-first_in_command-large.png,3,True,Captain Amelia - First in Command,Character,"Discipline - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)","Storyborn, Alien, Captain",1.0,5.0,1.0,,Evasive,['Discipline']
3_139,Sapphire,https://lorcana-api.com/images/dewey/showy_nephew/dewey-showy_nephew-large.png,3,True,Dewey - Showy Nephew,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Dreamborn, Ally",2.0,3.0,2.0,,Support,['Support']
3_14,Amber,https://lorcana-api.com/images/patch/intimidating_pup/patch-intimidating_pup-large.png,4,True,Patch - Intimidating Pup,Character,Bark - {e}: Chosen character gets -2{p} until the start of your next turn.,"Storyborn, Puppy",1.0,4.0,3.0,,,['Bark']
3_140,Sapphire,https://lorcana-api.com/images/flintheart_glomgold/flintheart_glomgold-large.png,4,True,Flintheart Glomgold - Lone Cheater,Character,"They'll Never See It Coming! - During your turn, this character gains Evasive. (They can challenge characters with Evasive.","Storyborn, Villain",2.0,4.0,3.0,,Evasive,"[""They'll Never See It Coming!""]"
3_141,Sapphire,https://lorcana-api.com/images/genie/cramped_in_the_lamp/genie-cramped_in_the_lamp-large.png,2,True,Genie - Cramped in the lamp,Character,,"Storyborn, Ally",2.0,2.0,2.0,,,[]
3_142,Sapphire,https://lorcana-api.com/images/gramma_tala/keeper_of_ancient_stories/gramma_tala-keeper_of_ancient_stories-large.png,4,True,Gramma Tala - Keeper of Ancient Stories,Character,"There Was Only Ocean - When you play this character, look at the top 2 cards of your deck. You may put one into your hand. Put the rest on the bottom of your deck in any order.","Storyborn, Mentor",1.0,3.0,3.0,,,['There Was Only Ocean']
3_143,Sapphire,https://lorcana-api.com/images/gramma_tala/spirit_of_the_ocean/gramma_tala-spirit_of_the_ocean-large.png,7,True,Gramma Tala - Spirit of the Ocean,Character,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Gramma Tala.)

Do You Know Who You Are? - Whenever a card is put into your inkwell, gain 1 lore.","Floodborn, Mentor",2.0,8.0,4.0,,Shift 5,"['Shift 5', 'Do You Know Who You Are?']"
3_144,Sapphire,https://lorcana-api.com/images/gyro_gearlooose/gadget_whiz/gyro_gearlooose-gadget_whiz-large.png,3,True,Gyro Gearloose - Gadget Whiz,Character,Now Try To Keep Up - {e}: Put an item card from your discard on the top of your deck.,"Storyborn, Ally, Inventor",1.0,4.0,1.0,,,['Now Try To Keep Up']
3_145,Sapphire,https://lorcana-api.com/images/huey/savvy_nephew/huey-savvy_nephew-large.png,2,True,Huey - Savvy Nephew,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)

Three Nephews - Whenever this character quests, if you have characters named Dewey and Louie in play, you may draw 3 cards.","Storyborn, Ally",1.0,2.0,2.0,,Support,"['Support', 'Three Nephews']"
3_146,Sapphire,https://lorcana-api.com/images/king_louie/bandleader/king_louie-bandleader-large.png,7,True,King Louie - Bandleader,Character,,"Storyborn, Ally, King",3.0,7.0,7.0,,,[]
3_147,Sapphire,https://lorcana-api.com/images/kit_cloudkicker/navigator/kit_cloudkicker-navigator-large.png,6,True,Kit Cloudkicker - Navigator,Character,"Shift 3 (You may pay 3{i} to play this on top of one of your characters named Kit Cloudkicker.)

Ward (Opponents can't choose this character except to challenge.)","Floodborn, Ally",3.0,5.0,2.0,,"Shift 3, Ward","['Ward', 'Shift 3']"
3_148,Sapphire,https://lorcana-api.com/images/kit_cloudkicker/spunky_bear_cub/kit_cloudkicker-spunky_bear_cub-large.png,1,True,Kit Cloudkicker - Spunky Bear Cub,Character,Ward (Opponents can't choose this character except to challenge.),"Storyborn, Ally",1.0,1.0,0.0,,Ward,['Ward']
3_149,Sapphire,https://lorcana-api.com/images/louie/chill_nephew/louie-chill_nephew-large.png,4,True,Louie - Chill Nephew,Character,"Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Dreamborn, Ally",2.0,4.0,3.0,,Support,['Support']
3_15,Amber,https://lorcana-api.com/images/perdita/devoted_mother/perdita-devoted_mother-large.png,6,False,Perdita - Devoted Mother,Character,"Come Along, Children - When you play this character and whenever she quests, you may play a character with cost 2 or less from your discard for free.","Storyborn, Hero",2.0,6.0,1.0,,,"['Come Along, Children']"
3_150,Sapphire,https://lorcana-api.com/images/maid_marian/delightful_dreamer/maid_marian-delightful_dreamer-large.png,5,True,Maid Marian - Delightful Dreamer,Character,"Highborn Lady - When you play this character, chosen character gets -2{p} this turn.","Storyborn, Princess",2.0,4.0,4.0,,,['Highborn Lady']
3_151,Sapphire,https://lorcana-api.com/images/mama_odie/mystical_maven/mama_odie-mystical_maven-large.png,3,False,Mama Odie - Mystical Maven,Character,"This Going To Be Good - Whenever you play a song, you may put the top card of your deck into your inkwell facedown and exerted.","Storyborn, Mentor",1.0,3.0,1.0,,,['This Going To Be Good']
3_152,Sapphire,https://lorcana-api.com/images/pluto/mickey's_clever_friend/pluto-mickey's_clever_friend-large.png,3,True,Pluto - Mickey's Clever Friend,Character,,"Dreamborn, Ally",1.0,4.0,3.0,,,[]
3_153,Sapphire,https://lorcana-api.com/images/rufus/orphanage_cat/rufus-orphanage_cat-large.png,5,True,Rufus - Orphanage Cat,Character,"Too Old To Be Chasing Mice - When this character is banished, you may put this card into your inkwell facedown and exerted.","Dreamborn, Ally",1.0,5.0,4.0,,,['Too Old To Be Chasing Mice']
3_154,Sapphire,https://lorcana-api.com/images/scrooge_mcduck/richest_duck_in_the_world/scrooge_mcduck-richest_duck_in_the_world-large.png,5,False,Scrooge McDuck - Richest Duck in the World,Character,"I'm Going Home! - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)

I Didn't Get Rich By Being Stupid - During your turn, whenever this character banishes another character in a challenge, you may play an item for free.","Storyborn, Hero",1.0,5.0,3.0,,Evasive,"[""I'm Going Home!"", ""I Didn't Get Rich By Being Stupid""]"
3_155,Sapphire,https://lorcana-api.com/images/scrooge_mcduck/uncle_moneybags/scrooge_mcduck-uncle_moneybags-large.png,2,True,Scrooge McDuck - Uncle Moneybags,Character,"Treasure Rigger - Whenever this character quests, you pay 1{i} less for the next item you play this turn.","Dreamborn, Hero",1.0,3.0,1.0,,,['Treasure Rigger']
3_156,Sapphire,https://lorcana-api.com/images/the_queen/mirror_seeker/the_queen-mirror_seeker-large.png,4,True,The Queen - Mirror Seeker,Character,"Calculating And Vain - Whenever this character quests, you may look at the top 3 cards of your deck and put them back in any order.","Storyborn, Villain, Queen, Sorcerer",1.0,5.0,2.0,,,['Calculating And Vain']
3_157,Sapphire,https://lorcana-api.com/images/tinker_bell/very_clever_fairy/tinker_bell-very_clever_fairy-large.png,5,True,Tinker Bell - Very Clever Fairy,Character,"I Can Use That - Whenever one of your items is banished, you may put that card into your inkwell facedown and exerted.","Dreamborn, Ally, Fairy",2.0,4.0,3.0,,,['I Can Use That']
3_158,Sapphire,https://lorcana-api.com/images/wendy_darling/authority_on_peter_pan/wendy_darling-authority_on_peter_pan-large.png,3,True,Wendy Darling - Authority on Peter Pan,Character,"Ward (Opponents can't choose this character except to challenge.)

Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)","Storyborn, Hero",2.0,1.0,3.0,,"Ward, Support","['Ward', 'Support']"
3_16,Amber,https://lorcana-api.com/images/piglet/pooh_pirate_captain/piglet-pooh_pirate_captain-large.png,2,True,Piglet - Pooh Pirate Captain,Character,"And I'm The Captain! - While you have 2 or more other characters in play, this character gets +2{l}.","Dreamborn, Hero, Pirate, Captain",1.0,2.0,2.0,,,"[""And I'm The Captain!""]"
3_17,Amber,https://lorcana-api.com/images/pluto/determined_defender/pluto-determined_defender-large.png,7,True,Pluto - Determined Defender,Character,"Shift 5 (You may pay 5{i} to play this on top of one of your characters named Pluto.)

Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

Guard Dog - At the start of your turn, remove up to 3 damage from this character.","Floodborn, Ally",2.0,8.0,3.0,,"Shift 5, Bodyguard","['Bodyguard', 'Shift 5', 'Guard Dog']"
3_171,Steel,https://lorcana-api.com/images/chief_tui/proud_of_motunui/chief_tui-proud_of_motunui-large.png,4,True,Chief Tui - Proud of Motunui,Character,,"Storyborn, Mentor, King",2.0,4.0,3.0,,,[]
3_172,Steel,https://lorcana-api.com/images/eeyore/overstuffed_donkey/eeyore-overstuffed_donkey-large.png,5,True,Eeyore - Overstuffed Donkey,Character,Resist +1 (Damage dealt to this character is reduced by 1.),"Storyborn, Ally",1.0,5.0,4.0,,Resist +1,['Resist +1']
